"Latitude","Longitude","Observation_ID","Observation_Label","Species","Habit","ESIS.Group","Simple","Field","Shrub","Subcanopy","Tree","Fmin","Fmax","Smin","Smax","SCmin","SCmax","Tmin","Tmax","Dmin","Dmax","BA","Total"
44.212549,-85.75156,"GRR.GJS.2022.7","s20220526.002","Acer saccharum","TBD2","Tree","Deciduous",0.3,0,7,0,0.1,0.5,,,1.5,14,,,,9,2.29568411386593,7.27892742072369
44.212549,-85.75156,"GRR.GJS.2022.7","s20220526.002","Ostrya virginiana","TBD1","Tree","Deciduous",3.3,16.2,0,0,0.1,0.5,1,4,,,,,,,,18.9652156937896
44.212549,-85.75156,"GRR.GJS.2022.7","s20220526.002","Fagus grandifolia","TBD2","Tree","Deciduous",1.7,8.2,0,0,0.1,0.5,1,3,,,,,,,,9.76050378894817
44.212549,-85.75156,"GRR.GJS.2022.7","s20220526.002","Maianthemum canadense","HF2","Forb/Herb","Forb",1.7,0,0,0,0.1,0.6,,,,,,,,,,1.69998300017
44.212549,-85.75156,"GRR.GJS.2022.7","s20220526.002","Amelanchier arborea","TBD1","Tree","Deciduous",0.3,0,0,0,0.1,0.5,,,,,,,,,,0.299997000029995
44.212549,-85.75156,"GRR.GJS.2022.7","s20220526.002","Carex pedunculata","HGC2","Grass/grass-like (Graminoids)","Graminoid",0.3,0,0,0,0.1,0.6,,,,,,,,,,0.299997000029995
44.212549,-85.75156,"GRR.GJS.2022.7","s20220526.002","Lonicera canadensis","SBD2","Shrub/Subshrub","Deciduous",0.3,0,0,0,0,0.3,,,,,,,,,,0.299997000029995
44.212549,-85.75156,"GRR.GJS.2022.7","s20220526.002","Sassafras albidum","TBD2","Tree","Deciduous",0.3,0,0,0,0.1,0.5,,,,,,,,,,0.299997000029995
44.24602,-85.763727,"GRR.GJS.2022.8","s20220526.003","Fagus grandifolia","TBD2","Tree","Deciduous",0.9,77.3,19.3,84.6,0.1,0.5,1,5,5,15,10,25,35,102,13.7741046831956,97.2040236666524
44.24602,-85.763727,"GRR.GJS.2022.8","s20220526.003","Acer saccharum","TBD2","Tree","Deciduous",0.9,0,0,36.6,0.1,0.5,,,,,10,29,,94,2.29568411386593,37.1702315916511
44.24602,-85.763727,"GRR.GJS.2022.8","s20220526.003","Prunus serotina","TBD2","Tree","Deciduous",0,0,0,36.6,,,,,,,13,27,37,45,4.59136822773186,36.59963400366
44.24602,-85.763727,"GRR.GJS.2022.8","s20220526.003","Erythronium americanum","HF2","Forb/Herb","Forb",9.3,0,0,0,0.1,0.6,,,,,,,,,,9.29990700093
44.24602,-85.763727,"GRR.GJS.2022.8","s20220526.003","Acer rubrum","TBD2","Tree","Deciduous",0.2,0,0,0,0.1,0.5,,,,,,,,,,0.199998000019996
44.24602,-85.763727,"GRR.GJS.2022.8","s20220526.003","Arisaema triphyllum","HF2","Forb/Herb","Forb",0.2,0,0,0,0.25,0.5,,,,,,,,,,0.199998000019996
44.24602,-85.763727,"GRR.GJS.2022.8","s20220526.003","Carex pedunculata","HGC2","Grass/grass-like (Graminoids)","Graminoid",0.2,0,0,0,0.1,0.6,,,,,,,,,,0.199998000019996
44.24602,-85.763727,"GRR.GJS.2022.8","s20220526.003","Lysimachia borealis","HF2","Forb/Herb","Forb",0.2,0,0,0,0.1,0.6,,,,,,,,,,0.199998000019996
44.24602,-85.763727,"GRR.GJS.2022.8","s20220526.003","Maianthemum canadense","HF2","Forb/Herb","Forb",0.2,0,0,0,0.1,0.6,,,,,,,,,,0.199998000019996
44.24602,-85.763727,"GRR.GJS.2022.8","s20220526.003","Quercus rubra","TBD2","Tree","Deciduous",0.2,0,0,0,0.1,0.5,,,,,,,,,,0.199998000019996
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Acer saccharum","TBD2","Tree","Deciduous",17.1,0,0,95,0.1,0.5,,,,,10,31,25,49,27.5482093663912,95.8542039063364
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Fraxinus americana","TBD2","Tree","Deciduous",0,8.5,0,0,,,1,5,,,,,,,,8.49991500084999
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Fagus grandifolia","TBD2","Tree","Deciduous",0,0.8,0,0,,,1,5,,,,,,,,0.799992000079996
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Ostrya virginiana","TBD1","Tree","Deciduous",0,0.2,0,0,,,1,5,,,,,,,,0.199998000019996
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Prunus serotina","TBD2","Tree","Deciduous",0,0.2,0,0,,,1,5,,,,,,,,0.199998000019996
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Ribes cynosbati","SBD2","Shrub/Subshrub","Deciduous",0,0.2,0,0,,,0.5,2,,,,,,,,0.199998000019996
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Allium tricoccum","HF2","Forb/Herb","Forb",30.4,0,0,0,0.1,0.6,,,,,,,,,,30.39969600304
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Erythronium americanum","HF2","Forb/Herb","Forb",26,0,0,0,0.1,0.6,,,,,,,,,,25.9997400026
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Dryopteris intermedia","HFE","Fern/fern ally","Forb",4.2,0,0,0,0.1,0.6,,,,,,,,,,4.19995800041999
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Dicentra cucullaria","HF2","Forb/Herb","Forb",1.7,0,0,0,0.1,0.6,,,,,,,,,,1.69998300017
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Schizachne purpurascens","HGC2","Grass/grass-like (Graminoids)","Graminoid",0.8,0,0,0,0.1,0.6,,,,,,,,,,0.799992000079996
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Acer rubrum","TBD2","Tree","Deciduous",0.2,0,0,0,0.1,0.5,,,,,,,,,,0.199998000019996
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Carex arctata","HGC2","Grass/grass-like (Graminoids)","Graminoid",0.2,0,0,0,0.1,0.6,,,,,,,,,,0.199998000019996
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Carex blanda","HGC2","Grass/grass-like (Graminoids)","Graminoid",0.2,0,0,0,0.3,0.6,,,,,,,,,,0.199998000019996
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Carex intumescens","HGC2","Grass/grass-like (Graminoids)","Graminoid",0.2,0,0,0,0.5,1,,,,,,,,,,0.199998000019996
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Claytonia caroliniana","HF2","Forb/Herb","Forb",0.2,0,0,0,0.1,0.6,,,,,,,,,,0.199998000019996
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Dryopteris carthusiana","HFE","Fern/fern ally","Forb",0.2,0,0,0,0.1,0.6,,,,,,,,,,0.199998000019996
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Galium","HF","Forb/Herb","Forb",0.2,0,0,0,0.1,0.6,,,,,,,,,,0.199998000019996
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Galium aparine","HFV1","Forb/Herb","Forb",0.2,0,0,0,0.15,0.3,,,,,,,,,,0.199998000019996
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Osmorhiza claytonii","HF2","Forb/Herb","Forb",0.2,0,0,0,0.1,0.6,,,,,,,,,,0.199998000019996
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Poa","HGC","Grass/grass-like (Graminoids)","Graminoid",0.2,0,0,0,0.1,0.6,,,,,,,,,,0.199998000019996
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Polygonatum pubescens","HF2","Forb/Herb","Forb",0.2,0,0,0,0.1,0.6,,,,,,,,,,0.199998000019996
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Quercus rubra","TBD2","Tree","Deciduous",0.2,0,0,0,0.1,0.5,,,,,,,,,,0.199998000019996
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Rubus","SBD1","Shrub/Subshrub","Deciduous",0.2,0,0,0,0,0.3,,,,,,,,,,0.199998000019996
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Trillium grandiflorum","HF2","Forb/Herb","Forb",0.2,0,0,0,0.1,0.6,,,,,,,,,,0.199998000019996
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Veronica officinalis","HF2","Forb/Herb","Forb",0.2,0,0,0,0.1,0.6,,,,,,,,,,0.199998000019996
44.270551,-85.757351,"GRR.GJS.2022.9","s20220526.004","Viola canadensis","HF2","Forb/Herb","Forb",0.2,0,0,0,0.1,0.6,,,,,,,,,,0.199998000019996
44.180625,-85.791509,"GRR.GJS.2022.10","s20220527.001","Pinus resinosa","TNE2","Tree","Evergreen",0,0,0,69.7,,,,,,,14,25,20,40,43.6179981634527,69.6993030069699
44.180625,-85.791509,"GRR.GJS.2022.10","s20220527.001","Pinus strobus","TNE2","Tree","Evergreen",0,0,0,1,,,,,,,3,17,,22,,0.999990000100004
44.180625,-85.791509,"GRR.GJS.2022.10","s20220527.001","Prunus serotina","TBD2","Tree","Deciduous",0,10.4,0,0,,,1,4,,,,,,,,10.39989600104
44.180625,-85.791509,"GRR.GJS.2022.10","s20220527.001","Quercus alba","TBD2","Tree","Deciduous",2.1,1,0,0,0.1,0.5,1,5,,8,,,,,,3.0789694203037
44.180625,-85.791509,"GRR.GJS.2022.10","s20220527.001","Dicranum polysetum","NB","Nonvascular","Nonvascular",41.3,0,0,0,0,0.05,,,,,,,,,,41.29958700413
44.180625,-85.791509,"GRR.GJS.2022.10","s20220527.001","Pleurozium schreberi","NB","Nonvascular","Nonvascular",41.3,0,0,0,0,0.05,,,,,,,,,,41.29958700413
44.180625,-85.791509,"GRR.GJS.2022.10","s20220527.001","Deschampsia flexuosa","HGC2","Grass/grass-like (Graminoids)","Graminoid",31.1,0,0,0,0.15,0.3,,,,,,,,,,31.09968900311
44.180625,-85.791509,"GRR.GJS.2022.10","s20220527.001","Vaccinium angustifolium","SBD1","Shrub/Subshrub","Deciduous",20.8,0,0,0,0,0.3,,,,,,,,,,20.79979200208
44.180625,-85.791509,"GRR.GJS.2022.10","s20220527.001","Quercus velutina","TBD2","Tree","Deciduous",2.1,0,0,0,0.1,0.5,,2,,,,,,,,2.09997900020999
44.180625,-85.791509,"GRR.GJS.2022.10","s20220527.001","Schizachne purpurascens","HGC2","Grass/grass-like (Graminoids)","Graminoid",2.1,0,0,0,0.15,0.3,,,,,,,,,,2.09997900020999
44.180625,-85.791509,"GRR.GJS.2022.10","s20220527.001","Acer rubrum","TBD2","Tree","Deciduous",1,0,0,0,0.1,0.4,,,,,,,,,,0.999990000100004
44.180625,-85.791509,"GRR.GJS.2022.10","s20220527.001","Carex pensylvanica","HGC2","Grass/grass-like (Graminoids)","Graminoid",1,0,0,0,0.05,0.1,,,,,,,,,,0.999990000100004
44.180625,-85.791509,"GRR.GJS.2022.10","s20220527.001","Amelanchier arborea","TBD1","Tree","Deciduous",0.2,0,0,0,0.1,0.2,,,,,,,,,,0.199998000019996
44.180625,-85.791509,"GRR.GJS.2022.10","s20220527.001","Amelanchier sanguinea","SBD2","Shrub/Subshrub","Deciduous",0.2,0,0,0,0,0.2,,,,,,,,,,0.199998000019996
44.180625,-85.791509,"GRR.GJS.2022.10","s20220527.001","Crataegus","TBD1","Tree","Deciduous",0.2,0,0,0,0.1,0.1,,,,,,,,,,0.199998000019996
44.180625,-85.791509,"GRR.GJS.2022.10","s20220527.001","Fagus grandifolia","TBD2","Tree","Deciduous",0.2,0,0,0,0.1,0.5,,,,,,,,,,0.199998000019996
44.180625,-85.791509,"GRR.GJS.2022.10","s20220527.001","Hieracium venosum","HF2","Forb/Herb","Forb",0.2,0,0,0,0.05,0.1,,,,,,,,,,0.199998000019996
44.180625,-85.791509,"GRR.GJS.2022.10","s20220527.001","Lysimachia borealis","HF2","Forb/Herb","Forb",0.2,0,0,0,0.05,0.1,,,,,,,,,,0.199998000019996
44.180625,-85.791509,"GRR.GJS.2022.10","s20220527.001","Maianthemum canadense","HF2","Forb/Herb","Forb",0.2,0,0,0,0.05,0.1,,,,,,,,,,0.199998000019996
44.180625,-85.791509,"GRR.GJS.2022.10","s20220527.001","Melampyrum lineare","HFP1","Forb/Herb","Forb",0.2,0,0,0,0.05,0.1,,,,,,,,,,0.199998000019996
44.180625,-85.791509,"GRR.GJS.2022.10","s20220527.001","Mitchella repens","HF2","Forb/Herb","Forb",0.2,0,0,0,0.05,0.1,,,,,,,,,,0.199998000019996
44.180625,-85.791509,"GRR.GJS.2022.10","s20220527.001","Rosa blanda","SBD1","Shrub/Subshrub","Deciduous",0.2,0,0,0,0,0.1,,,,,,,,,,0.199998000019996
44.180625,-85.791509,"GRR.GJS.2022.10","s20220527.001","Veronica officinalis","HF2","Forb/Herb","Forb",0.2,0,0,0,0.05,0.1,,,,,,,,,,0.199998000019996
44.17696,-85.81854,"GRR.GJS.2022.11","s20220527.002","Quercus velutina","TBD2","Tree","Deciduous",6.7,6.7,63.2,18.7,0.1,0.5,1,5,5,15,2,20,17,43,34.435261707989,73.9558173267461
44.17696,-85.81854,"GRR.GJS.2022.11","s20220527.002","Quercus alba","TBD2","Tree","Deciduous",6.7,6.7,9.6,9.6,0.1,0.5,1,5,5,15,2,18,,32,2.29568411386593,28.8619928807852
44.17696,-85.81854,"GRR.GJS.2022.11","s20220527.002","Pinus strobus","TNE2","Tree","Evergreen",0.3,2.7,9.6,0,0.1,0.5,1,5,2,12,,,,26,2.29568411386593,12.3045574998436
44.17696,-85.81854,"GRR.GJS.2022.11","s20220527.002","Acer rubrum","TBD2","Tree","Deciduous",1.3,1.3,9.6,0,0.1,0.5,1,5,5,12,,,,11,2.29568411386593,11.935005682469
44.17696,-85.81854,"GRR.GJS.2022.11","s20220527.002","Carex pensylvanica","HGC2","Grass/grass-like (Graminoids)","Graminoid",84.7,0,0,0,0.1,0.2,,,,,,,,,,84.6991530084699
44.17696,-85.81854,"GRR.GJS.2022.11","s20220527.002","Dicranum polysetum","NB","Nonvascular","Nonvascular",6.7,0,0,0,0,0,,,,,,,,,,6.69993300066999
44.17696,-85.81854,"GRR.GJS.2022.11","s20220527.002","Comptonia peregrina","SBD1","Shrub/Subshrub","Deciduous",1.3,0,0,0,0,0.4,,,,,,,,,,1.29998700013
44.17696,-85.81854,"GRR.GJS.2022.11","s20220527.002","Amelanchier arborea","TBD1","Tree","Deciduous",0.3,0,0,0,0.1,0.2,,,,,,,,,,0.299997000029995
44.17696,-85.81854,"GRR.GJS.2022.11","s20220527.002","Pinus resinosa","TNE2","Tree","Evergreen",0.3,0,0,0,0.1,0.2,,,,,,,,,,0.299997000029995
44.17696,-85.81854,"GRR.GJS.2022.11","s20220527.002","Pteridium aquilinum","HFE","Fern/fern ally","Forb",0.3,0,0,0,0.3,0.6,,,,,,,,,,0.299997000029995
44.17696,-85.81854,"GRR.GJS.2022.11","s20220527.002","Salix humilis","SBD2","Shrub/Subshrub","Deciduous",0.3,0,0,0,0,0.3,,,,,,,,,,0.299997000029995
44.260617,-85.820396,"GRR.GJS.2022.12","s20220527.003","Quercus alba","TBD2","Tree","Deciduous",1.2,1.2,0,12.4,0.1,0.5,1,5,,,5,24,,50,,14.4896437878195
44.260617,-85.820396,"GRR.GJS.2022.12","s20220527.003","Pinus strobus","TNE2","Tree","Evergreen",1.2,6.1,19.1,0,0.1,0.5,1,5,1,10,,,12,21,9.18273645546373,24.9462461327721
44.260617,-85.820396,"GRR.GJS.2022.12","s20220527.003","Pinus banksiana","TNE2","Tree","Evergreen",0,0,1.2,0,,,,,3,7,,,,13,2.29568411386593,1.19998800012
44.260617,-85.820396,"GRR.GJS.2022.12","s20220527.003","Fagus grandifolia","TBD2","Tree","Deciduous",0,1.2,0,0,,,1,3,,,,,,,,1.19998800012
44.260617,-85.820396,"GRR.GJS.2022.12","s20220527.003","Hamamelis virginiana","TBD1","Tree","Deciduous",0,1.2,0,0,,,1,4,,,,,,,,1.19998800012
44.260617,-85.820396,"GRR.GJS.2022.12","s20220527.003","Carex pensylvanica","HGC2","Grass/grass-like (Graminoids)","Graminoid",57.1,0,0,0,0.1,0.2,,,,,,,,,,57.0994290057099
44.260617,-85.820396,"GRR.GJS.2022.12","s20220527.003","Pteridium aquilinum","HFE","Fern/fern ally","Forb",35.3,0,0,0,0.3,0.6,,,,,,,,,,35.29964700353
44.260617,-85.820396,"GRR.GJS.2022.12","s20220527.003","Gaultheria procumbens","SBE1","Shrub/Subshrub","Evergreen",29.6,0,0,0,0,0.1,,,,,,,,,,29.59970400296
44.260617,-85.820396,"GRR.GJS.2022.12","s20220527.003","Acer rubrum","TBD2","Tree","Deciduous",6.1,0,0,0,0.1,0.5,,,,,,,,,,6.09993900060999
44.260617,-85.820396,"GRR.GJS.2022.12","s20220527.003","Lysimachia borealis","HF2","Forb/Herb","Forb",6.1,0,0,0,0.05,0.1,,,,,,,,,,6.09993900060999
44.260617,-85.820396,"GRR.GJS.2022.12","s20220527.003","Amelanchier arborea","TBD1","Tree","Deciduous",0.2,0,0,0,0.1,0.5,,,,,,,,,,0.199998000019996
44.260617,-85.820396,"GRR.GJS.2022.12","s20220527.003","Cypripedium acaule","HF2","Forb/Herb","Forb",0.2,0,0,0,0.1,0.2,,,,,,,,,,0.199998000019996
44.260617,-85.820396,"GRR.GJS.2022.12","s20220527.003","Maianthemum canadense","HF2","Forb/Herb","Forb",0.2,0,0,0,0.05,0.1,,,,,,,,,,0.199998000019996
44.260617,-85.820396,"GRR.GJS.2022.12","s20220527.003","Polygaloides paucifolia","HF2","Forb/Herb","Forb",0.2,0,0,0,0.05,0.1,,,,,,,,,,0.199998000019996
44.260617,-85.820396,"GRR.GJS.2022.12","s20220527.003","Prunus serotina","TBD2","Tree","Deciduous",0.2,0,0,0,0.1,0.5,,,,,,,,,,0.199998000019996
44.260617,-85.820396,"GRR.GJS.2022.12","s20220527.003","Quercus velutina","TBD2","Tree","Deciduous",0.2,0,0,0,0.1,0.5,,,,,,,,,,0.199998000019996
